time,city,Dew_point,Apparent_T,Wind_Chill,Cloudcover,Humidity,P,T,Visibility,Wind_Dir,Wind_Speed
2015-08-02T15:00:00,San Francisco,62,71,71,79,72,1013,64,10,W,12
2015-08-02T18:00:00,San Francisco,62,68,68,73,81,1012,68,10,W,12
2015-08-02T21:00:00,San Francisco,63,65,65,61,93,1013,65,10,W,9
2015-08-03T00:00:00,San Francisco,61,63,63,65,93,1014,63,10,W,7
2015-08-03T03:00:00,San Francisco,58,61,61,87,92,1013,61,10,WSW,7
2015-08-03T06:00:00,San Francisco,58,61,61,89,90,1014,61,7,W,7
2015-08-03T09:00:00,San Francisco,59,64,64,87,84,1015,64,5,W,6
2015-08-03T12:00:00,San Francisco,59,67,67,57,74,1015,65,10,W,8
2015-08-03T15:00:00,San Francisco,57,68,68,32,67,1014,65,10,WSW,12
2015-08-03T18:00:00,San Francisco,58,66,66,55,73,1013,66,10,WSW,11
2015-08-03T21:00:00,San Francisco,59,64,64,14,83,1014,64,10,WSW,6
2015-08-04T00:00:00,San Francisco,60,63,63,47,89,1015,63,10,SW,4
2015-08-04T03:00:00,San Francisco,59,62,62,80,91,1014,62,10,WSW,4
2015-08-04T06:00:00,San Francisco,59,62,62,80,89,1014,62,10,WSW,4
2015-08-04T09:00:00,San Francisco,60,66,66,77,81,1015,66,10,W,6
2015-08-04T12:00:00,San Francisco,61,70,70,36,73,1015,70,10,W,8
2015-08-04T15:00:00,San Francisco,58,69,69,11,68,1015,69,10,W,10
2015-08-04T18:00:00,San Francisco,59,67,67,5,74,1015,67,10,W,11
2015-08-04T21:00:00,San Francisco,60,65,65,18,86,1015,65,10,W,7
2015-08-05T00:00:00,San Francisco,59,62,62,53,93,1016,62,10,WSW,4
2015-08-05T03:00:00,San Francisco,56,58,58,82,92,1016,58,7,WSW,4
2015-08-05T06:00:00,San Francisco,58,61,61,70,89,1016,61,5,W,4
2015-08-05T09:00:00,San Francisco,62,67,67,23,84,1016,67,10,W,3
2015-08-05T12:00:00,San Francisco,65,74,74,1,74,1016,71,10,W,6
2015-08-05T15:00:00,San Francisco,64,74,74,0,70,1015,69,10,WSW,10
2015-08-05T18:00:00,San Francisco,63,70,70,0,76,1013,71,10,W,8
2015-08-05T21:00:00,San Francisco,60,64,64,2,85,1013,64,10,WSW,5
2015-08-06T00:00:00,San Francisco,58,61,61,4,90,1013,61,10,SW,4
2015-08-06T03:00:00,San Francisco,59,62,62,5,89,1012,62,10,SW,3
2015-08-06T06:00:00,San Francisco,59,64,64,17,86,1011,64,10,W,2
2015-08-06T09:00:00,San Francisco,64,73,72,30,75,1012,72,10,W,2
2015-08-06T12:00:00,San Francisco,67,82,80,19,65,1011,75,10,W,4
2015-08-06T15:00:00,San Francisco,67,84,81,10,62,1010,72,10,W,8
2015-08-06T18:00:00,San Francisco,64,83,79,11,67,1009,79,10,W,7
2015-08-06T21:00:00,San Francisco,58,78,72,23,79,1008,72,10,SW,6
2015-08-07T00:00:00,San Francisco,58,66,66,25,85,1009,66,9,SSW,6
2015-08-07T03:00:00,San Francisco,58,62,62,32,89,1009,62,9,SSW,5
2015-08-07T06:00:00,San Francisco,61,64,64,30,90,1010,64,10,SSW,6
2015-08-07T09:00:00,San Francisco,64,70,70,32,82,1011,70,10,SSW,6
2015-08-07T12:00:00,San Francisco,62,73,73,3,68,1011,70,10,SW,10
2015-08-07T15:00:00,San Francisco,62,74,74,2,67,1010,68,10,SW,13
2015-08-07T18:00:00,San Francisco,61,70,70,1,74,1010,70,10,SW,10
2015-08-07T21:00:00,San Francisco,60,64,64,10,87,1010,64,10,WSW,6
2015-08-08T00:00:00,San Francisco,59,62,62,39,93,1011,62,10,WSW,5
2015-08-08T03:00:00,San Francisco,59,61,61,72,93,1011,61,10,SW,5
2015-08-08T06:00:00,San Francisco,60,62,62,69,92,1011,62,10,SW,5
2015-08-08T09:00:00,San Francisco,64,67,67,53,88,1012,67,10,WSW,5
2015-08-08T12:00:00,San Francisco,64,70,70,18,80,1013,68,10,WSW,8
2015-08-08T15:00:00,San Francisco,62,71,71,1,73,1012,67,10,W,12
2015-08-08T18:00:00,San Francisco,62,69,69,8,80,1011,69,10,W,12
2015-08-08T21:00:00,San Francisco,62,65,65,21,89,1012,65,10,W,8
2015-08-09T00:00:00,San Francisco,60,62,62,26,93,1013,62,10,W,5
2015-08-09T03:00:00,San Francisco,57,59,59,41,94,1013,59,7,W,4
2015-08-09T06:00:00,San Francisco,58,60,60,45,93,1013,60,5,WNW,4
2015-08-09T09:00:00,San Francisco,63,69,69,26,82,1013,69,10,W,4
2015-08-09T12:00:00,San Francisco,64,79,76,0,67,1013,73,10,W,9
2015-08-09T15:00:00,San Francisco,64,76,76,6,66,1012,71,10,W,14
2015-08-09T18:00:00,San Francisco,63,78,75,15,74,1012,75,10,W,13
2015-08-09T21:00:00,San Francisco,58,70,70,10,87,1012,70,10,W,8
2015-08-10T00:00:00,San Francisco,58,64,64,18,92,1012,64,10,WSW,6
2015-08-10T03:00:00,San Francisco,58,60,60,26,92,1012,60,10,WSW,6
2015-08-10T06:00:00,San Francisco,58,61,61,31,91,1012,61,10,WSW,7
2015-08-10T09:00:00,San Francisco,61,67,67,47,82,1013,67,10,W,8
2015-08-10T12:00:00,San Francisco,62,72,72,65,71,1014,69,10,W,12
2015-08-10T15:00:00,San Francisco,63,73,73,30,71,1013,67,10,W,15
2015-08-10T18:00:00,San Francisco,62,69,69,22,80,1012,69,10,W,14
2015-08-10T21:00:00,San Francisco,60,62,62,40,92,1013,62,7,W,9
2015-08-11T00:00:00,San Francisco,60,61,61,46,95,1013,61,2,WSW,5
2015-08-11T03:00:00,San Francisco,58,59,59,31,95,1013,59,2,W,6
2015-08-11T06:00:00,San Francisco,59,60,60,52,94,1013,60,5,W,5
2015-08-11T09:00:00,San Francisco,63,66,66,56,88,1013,66,10,WSW,5
2015-08-11T12:00:00,San Francisco,63,71,71,37,77,1014,71,10,W,8
2015-08-11T15:00:00,San Francisco,61,76,72,9,69,1013,72,10,W,11
2015-08-11T18:00:00,San Francisco,59,70,70,1,74,1013,70,10,W,11
2015-08-11T21:00:00,San Francisco,57,65,65,5,87,1014,65,10,W,6
2015-08-12T00:00:00,San Francisco,56,58,58,40,93,1015,58,7,WSW,4
2015-08-12T03:00:00,San Francisco,55,55,55,100,94,1016,56,5,WSW,5
2015-08-12T06:00:00,San Francisco,54,55,55,100,93,1017,56,10,WSW,5
2015-08-12T09:00:00,San Francisco,55,58,58,95,90,1018,59,10,WSW,4
2015-08-12T12:00:00,San Francisco,56,61,61,68,85,1019,64,10,W,6
2015-08-12T15:00:00,San Francisco,56,62,62,31,81,1019,65,10,W,10
2015-08-12T18:00:00,San Francisco,56,61,61,23,83,1018,62,10,W,11
2015-08-12T21:00:00,San Francisco,55,58,58,25,88,1018,59,10,W,9
2015-08-13T00:00:00,San Francisco,57,58,58,58,93,1018,59,7,W,7
2015-08-13T03:00:00,San Francisco,59,60,60,100,96,1018,60,2,W,6
2015-08-13T06:00:00,San Francisco,58,60,60,100,94,1018,61,5,W,6
2015-08-13T09:00:00,San Francisco,59,62,62,100,90,1018,63,10,W,7
2015-08-13T12:00:00,San Francisco,60,64,64,94,87,1019,65,10,W,9
2015-08-13T15:00:00,San Francisco,61,65,65,68,85,1018,67,10,W,13
2015-08-13T18:00:00,San Francisco,60,64,64,43,87,1018,65,10,W,13
2015-08-13T21:00:00,San Francisco,59,62,62,64,89,1018,62,10,WNW,11
2015-08-14T00:00:00,San Francisco,58,60,60,100,92,1018,61,7,WNW,8
2015-08-14T03:00:00,San Francisco,57,58,58,100,96,1017,58,2,W,6
2015-08-14T06:00:00,San Francisco,57,57,57,100,97,1018,59,2,W,6
2015-08-14T09:00:00,San Francisco,59,60,60,98,94,1019,63,5,W,7
2015-08-14T12:00:00,San Francisco,60,64,64,69,87,1019,67,10,W,9
2015-08-14T15:00:00,San Francisco,60,66,66,24,84,1018,68,10,W,11
2015-08-14T18:00:00,San Francisco,60,64,64,25,85,1017,66,10,WNW,11
2015-08-14T21:00:00,San Francisco,58,62,62,28,88,1016,62,10,W,8
2015-08-15T00:00:00,San Francisco,59,62,62,51,90,1016,62,10,W,5
2015-08-15T03:00:00,San Francisco,61,64,64,32,91,1015,64,10,W,4
2015-08-15T06:00:00,San Francisco,60,63,63,59,92,1015,63,10,W,3
2015-08-15T09:00:00,San Francisco,63,66,66,78,88,1016,69,10,WSW,3
2015-08-15T12:00:00,San Francisco,66,76,72,63,82,1016,76,10,W,6
2015-08-15T15:00:00,San Francisco,68,78,74,78,81,1015,76,10,W,10
2015-08-15T18:00:00,San Francisco,67,74,72,28,83,1014,74,10,W,9
2015-08-15T21:00:00,San Francisco,65,69,69,19,88,1013,69,10,WSW,7
2015-08-16T00:00:00,San Francisco,64,66,66,45,91,1013,66,10,WSW,5
2015-08-16T03:00:00,San Francisco,63,65,65,100,93,1012,65,10,SW,4
2015-08-16T06:00:00,San Francisco,63,64,64,96,94,1012,65,7,SW,3
2015-08-16T09:00:00,San Francisco,65,68,68,68,91,1013,71,5,SW,2
2015-08-16T12:00:00,San Francisco,67,76,72,38,84,1013,76,10,W,5
2015-08-16T15:00:00,San Francisco,68,77,74,69,82,1012,77,10,W,9
2015-08-16T18:00:00,San Francisco,67,74,72,85,84,1011,73,10,WSW,8
2015-08-16T21:00:00,San Francisco,66,69,69,81,89,1011,69,10,WSW,7
2015-08-17T00:00:00,San Francisco,63,65,65,84,93,1012,65,7,SW,7
2015-08-17T03:00:00,San Francisco,58,59,59,84,95,1012,59,2,SW,7
2015-08-17T06:00:00,San Francisco,58,58,58,99,96,1012,60,2,SW,7
2015-08-17T09:00:00,San Francisco,60,62,62,95,93,1013,65,5,SW,6
2015-08-17T12:00:00,San Francisco,62,67,67,73,86,1013,70,10,WSW,7
2015-08-17T15:00:00,San Francisco,64,69,69,57,84,1013,72,10,W,9
2015-08-17T18:00:00,San Francisco,63,67,67,68,86,1011,68,10,WSW,10
2015-08-17T21:00:00,San Francisco,61,64,64,69,91,1012,64,10,WSW,8
2015-08-18T00:00:00,San Francisco,59,61,61,96,93,1012,61,10,WSW,8
2015-08-18T03:00:00,San Francisco,56,57,57,99,94,1012,58,10,SW,8
2015-08-18T06:00:00,San Francisco,56,57,57,100,93,1012,58,10,SW,6
2015-08-18T09:00:00,San Francisco,58,61,61,95,90,1013,63,10,SW,6
2015-08-18T12:00:00,San Francisco,61,66,66,71,85,1013,69,10,WSW,8
2015-08-18T15:00:00,San Francisco,63,68,68,50,84,1012,71,10,WSW,10
2015-08-18T18:00:00,San Francisco,62,66,66,74,86,1011,68,7,WSW,11
2015-08-18T21:00:00,San Francisco,60,63,63,91,89,1011,63,5,WSW,9
2015-08-19T00:00:00,San Francisco,58,61,61,100,92,1012,61,10,WSW,8
2015-08-19T03:00:00,San Francisco,58,60,60,100,92,1013,60,7,WSW,7
2015-08-19T06:00:00,San Francisco,58,60,60,100,92,1013,60,2,WSW,7
2015-08-19T09:00:00,San Francisco,59,62,62,100,90,1014,64,5,WSW,7
2015-08-19T12:00:00,San Francisco,61,65,65,90,86,1014,67,10,WSW,8
2015-08-19T15:00:00,San Francisco,62,67,67,72,84,1014,69,10,WSW,11
2015-08-19T18:00:00,San Francisco,61,65,65,85,86,1012,66,7,W,12
2015-08-19T21:00:00,San Francisco,60,63,63,100,91,1012,63,2,W,10
2015-08-20T00:00:00,San Francisco,58,60,60,100,92,1012,61,5,WSW,8
2015-08-20T03:00:00,San Francisco,55,56,56,100,91,1012,58,7,WSW,8
2015-08-20T06:00:00,San Francisco,55,56,56,100,91,1012,58,5,W,7
2015-08-20T09:00:00,San Francisco,56,59,59,94,89,1013,61,10,W,7
2015-08-20T12:00:00,San Francisco,58,63,63,78,85,1014,65,10,WSW,9
2015-08-20T15:00:00,San Francisco,60,64,64,69,85,1013,67,10,WSW,11
2015-08-20T18:00:00,San Francisco,60,63,63,79,89,1012,64,7,WSW,12
2015-08-20T21:00:00,San Francisco,58,61,61,100,91,1011,61,2,WSW,10
2015-08-21T00:00:00,San Francisco,57,59,59,100,92,1011,59,2,WSW,9
2015-08-21T03:00:00,San Francisco,56,56,56,100,93,1010,58,2,WSW,9
2015-08-21T06:00:00,San Francisco,56,56,56,100,92,1010,58,2,WSW,9
2015-08-21T09:00:00,San Francisco,58,60,60,100,91,1011,62,5,WSW,8
2015-08-21T12:00:00,San Francisco,60,64,64,95,88,1012,65,10,WSW,9
2015-08-21T15:00:00,San Francisco,61,65,65,87,86,1012,67,10,WSW,11
2015-08-21T18:00:00,San Francisco,60,64,64,94,88,1011,65,7,WSW,11
2015-08-21T21:00:00,San Francisco,59,62,62,100,90,1011,62,5,WSW,10
2015-08-22T00:00:00,San Francisco,58,61,61,100,91,1012,61,7,SW,8
2015-08-22T03:00:00,San Francisco,58,61,61,100,91,1012,61,5,SW,7
2015-08-22T06:00:00,San Francisco,58,61,61,100,92,1012,61,10,SW,7
2015-08-22T09:00:00,San Francisco,59,62,62,100,90,1013,64,10,SW,6
2015-08-22T12:00:00,San Francisco,60,65,65,94,86,1014,67,10,SW,8
2015-08-22T15:00:00,San Francisco,60,65,65,79,84,1014,67,10,WSW,11
2015-08-22T18:00:00,San Francisco,60,64,64,80,87,1013,65,10,WSW,11
2015-08-22T21:00:00,San Francisco,60,63,63,100,90,1014,63,10,WSW,9
2015-08-23T00:00:00,San Francisco,59,62,62,100,91,1014,62,10,WSW,8
2015-08-23T03:00:00,San Francisco,58,60,60,100,91,1013,60,7,WSW,6
2015-08-23T06:00:00,San Francisco,57,60,60,100,91,1014,60,2,WSW,6
2015-08-23T09:00:00,San Francisco,58,61,61,100,89,1015,63,5,WSW,6
2015-08-23T12:00:00,San Francisco,59,63,63,90,85,1016,65,10,WSW,7
2015-08-23T15:00:00,San Francisco,59,64,64,81,84,1016,66,10,W,10
2015-08-23T18:00:00,San Francisco,59,63,63,100,87,1016,64,10,W,11
2015-08-23T21:00:00,San Francisco,59,62,62,100,90,1016,62,10,W,9
2015-08-24T00:00:00,San Francisco,58,60,60,100,91,1016,60,10,W,7
2015-08-24T03:00:00,San Francisco,56,58,58,100,91,1016,59,10,W,6
2015-08-24T06:00:00,San Francisco,56,58,58,100,91,1017,59,10,W,6
2015-08-24T09:00:00,San Francisco,57,61,61,97,90,1017,62,10,W,6
2015-08-24T12:00:00,San Francisco,59,64,64,74,86,1018,66,10,W,8
2015-08-24T15:00:00,San Francisco,60,65,65,48,82,1017,68,10,W,10
2015-08-24T18:00:00,San Francisco,59,64,64,59,84,1016,65,10,W,11
2015-08-24T21:00:00,San Francisco,58,62,62,46,88,1016,62,10,W,9
2015-08-25T00:00:00,San Francisco,57,59,59,77,92,1016,60,7,W,7
2015-08-25T03:00:00,San Francisco,56,56,56,100,96,1016,57,2,WSW,6
2015-08-25T06:00:00,San Francisco,55,56,56,100,95,1015,57,2,WSW,6
2015-08-25T09:00:00,San Francisco,58,59,59,98,92,1016,61,5,WSW,6
2015-08-25T12:00:00,San Francisco,60,64,64,78,86,1016,66,10,WSW,8
2015-08-25T15:00:00,San Francisco,60,65,65,37,84,1016,68,10,W,10
2015-08-25T18:00:00,San Francisco,60,64,64,33,86,1015,66,10,W,11
2015-08-25T21:00:00,San Francisco,58,61,61,66,91,1015,61,10,WSW,10
2015-08-26T00:00:00,San Francisco,58,59,59,100,95,1016,59,7,WSW,8
2015-08-26T03:00:00,San Francisco,57,57,57,100,96,1015,58,2,WSW,7
2015-08-26T06:00:00,San Francisco,56,57,57,100,95,1015,58,2,WSW,6
2015-08-26T09:00:00,San Francisco,58,60,60,99,93,1016,61,5,WSW,6
2015-08-26T12:00:00,San Francisco,60,63,63,80,88,1017,65,10,WSW,8
2015-08-26T15:00:00,San Francisco,60,65,65,60,84,1017,67,10,W,11
2015-08-26T18:00:00,San Francisco,58,63,63,87,84,1016,64,10,W,10
2015-08-26T21:00:00,San Francisco,57,61,61,61,85,1016,61,10,W,8
2015-08-27T00:00:00,San Francisco,58,62,62,12,87,1017,62,10,W,6
2015-08-27T03:00:00,San Francisco,61,65,65,1,87,1017,65,10,W,6
2015-08-27T06:00:00,San Francisco,61,65,65,5,87,1017,66,10,W,5
2015-08-27T09:00:00,San Francisco,64,71,70,6,83,1018,72,10,W,4
2015-08-27T12:00:00,San Francisco,69,79,76,1,78,1018,79,10,W,6
2015-08-27T15:00:00,San Francisco,69,80,77,7,76,1017,80,10,W,10
2015-08-27T18:00:00,San Francisco,66,78,74,14,75,1015,76,10,WNW,10
2015-08-27T21:00:00,San Francisco,64,70,70,11,79,1015,70,10,WNW,8
2015-08-28T00:00:00,San Francisco,61,67,67,44,83,1015,67,10,W,6
2015-08-28T03:00:00,San Francisco,59,63,63,51,88,1014,63,10,WSW,5
2015-08-28T06:00:00,San Francisco,60,63,63,33,90,1014,64,10,WSW,5
2015-08-28T09:00:00,San Francisco,62,65,65,100,89,1014,66,10,WSW,6
2015-08-28T12:00:00,San Francisco,65,70,70,100,85,1014,70,10,WSW,9
2015-08-28T15:00:00,San Francisco,67,76,72,99,85,1013,72,10,W,11
2015-08-28T18:00:00,San Francisco,66,70,70,92,89,1012,70,10,W,10
2015-08-28T21:00:00,San Francisco,65,67,67,89,94,1012,67,10,WSW,9
2015-08-29T00:00:00,San Francisco,62,64,64,100,96,1013,64,7,WSW,8
2015-08-29T03:00:00,San Francisco,60,61,61,100,96,1013,61,2,SW,6
2015-08-29T06:00:00,San Francisco,59,61,61,100,94,1014,61,2,SSW,6
2015-08-29T09:00:00,San Francisco,60,62,62,100,91,1015,64,5,SW,5
2015-08-29T12:00:00,San Francisco,61,64,64,79,89,1017,66,10,WSW,7
2015-08-29T15:00:00,San Francisco,61,65,65,44,87,1017,68,10,W,9
2015-08-29T18:00:00,San Francisco,60,64,64,57,86,1016,66,10,W,11
2015-08-29T21:00:00,San Francisco,60,63,63,66,93,1016,63,10,WNW,9
2015-08-30T00:00:00,San Francisco,60,62,62,100,95,1017,62,7,WNW,8
2015-08-30T03:00:00,San Francisco,59,61,61,100,92,1017,61,5,WNW,7
2015-08-30T06:00:00,San Francisco,58,61,61,100,89,1018,62,10,WNW,8
2015-08-30T09:00:00,San Francisco,59,63,63,100,88,1018,64,10,WNW,8
2015-08-30T12:00:00,San Francisco,60,65,65,73,86,1019,66,10,WNW,9
2015-08-30T15:00:00,San Francisco,61,66,66,31,84,1018,68,10,W,13
2015-08-30T18:00:00,San Francisco,61,65,65,55,88,1017,67,10,WNW,13
2015-08-30T21:00:00,San Francisco,60,63,63,46,90,1016,63,10,WNW,12
2015-08-31T00:00:00,San Francisco,58,60,60,47,91,1015,61,10,WNW,10
2015-08-31T03:00:00,San Francisco,56,56,56,100,96,1014,58,7,WNW,9
2015-08-31T06:00:00,San Francisco,56,56,56,100,95,1014,58,5,W,6
2015-08-31T09:00:00,San Francisco,58,60,60,100,92,1014,61,10,WSW,5
2015-08-31T12:00:00,San Francisco,60,64,64,93,88,1015,65,10,WSW,8
2015-08-31T15:00:00,San Francisco,61,65,65,56,85,1014,68,10,W,11
2015-08-31T18:00:00,San Francisco,60,64,64,30,86,1012,65,10,W,11
2015-08-31T21:00:00,San Francisco,58,61,61,75,90,1012,61,10,W,9
2015-09-01T00:00:00,San Francisco,58,60,60,100,93,1012,60,10,W,7
2015-09-01T03:00:00,San Francisco,57,59,59,100,93,1011,59,10,W,7
2015-09-01T06:00:00,San Francisco,57,58,58,100,93,1011,59,10,W,8
2015-09-01T09:00:00,San Francisco,59,61,61,100,91,1012,62,10,WSW,7
2015-09-01T12:00:00,San Francisco,61,65,65,100,89,1013,66,10,WSW,9
2015-09-01T15:00:00,San Francisco,62,66,66,99,87,1013,68,10,WSW,12
2015-09-01T18:00:00,San Francisco,61,65,65,100,88,1012,66,10,W,13
2015-09-01T21:00:00,San Francisco,60,62,62,100,91,1012,62,10,W,12
2015-09-02T00:00:00,San Francisco,59,61,61,100,93,1013,61,10,W,11
2015-09-02T03:00:00,San Francisco,58,59,59,100,94,1012,60,7,W,11
2015-09-02T06:00:00,San Francisco,57,58,58,100,92,1013,59,2,W,10
2015-09-02T09:00:00,San Francisco,58,61,61,100,91,1013,61,2,W,9
2015-09-02T12:00:00,San Francisco,60,64,64,83,89,1014,65,5,W,11
2015-09-02T15:00:00,San Francisco,60,65,65,42,84,1014,67,10,W,13
2015-09-02T18:00:00,San Francisco,58,64,64,20,82,1013,65,10,W,14
2015-09-02T21:00:00,San Francisco,56,62,62,8,81,1013,62,10,W,12
2015-09-03T00:00:00,San Francisco,56,59,59,49,86,1013,60,10,W,11
2015-09-03T03:00:00,San Francisco,56,55,55,100,94,1013,58,10,W,11
2015-09-03T06:00:00,San Francisco,55,55,55,100,92,1013,57,10,W,11
2015-09-03T09:00:00,San Francisco,56,58,58,74,88,1013,61,10,W,11
2015-09-03T12:00:00,San Francisco,57,64,64,14,79,1014,65,10,W,13
2015-09-03T15:00:00,San Francisco,57,65,65,0,75,1013,66,10,W,14
2015-09-03T18:00:00,San Francisco,55,64,64,0,72,1011,64,10,W,13
2015-09-03T21:00:00,San Francisco,53,61,61,6,75,1010,61,10,WNW,10
2015-09-04T00:00:00,San Francisco,55,61,61,12,81,1010,61,10,WNW,8
2015-09-04T03:00:00,San Francisco,56,60,60,7,86,1010,61,10,W,7
2015-09-04T06:00:00,San Francisco,55,58,58,32,87,1010,60,10,WNW,7
2015-09-04T09:00:00,San Francisco,56,61,61,37,82,1011,64,10,WNW,8
2015-09-04T12:00:00,San Francisco,55,64,64,0,72,1012,67,10,WNW,13
2015-09-04T15:00:00,San Francisco,56,66,66,0,70,1012,67,10,WNW,18
2015-09-04T18:00:00,San Francisco,56,64,64,1,74,1012,66,10,WNW,18
2015-09-04T21:00:00,San Francisco,54,62,62,0,75,1012,62,10,WNW,16
2015-09-05T00:00:00,San Francisco,54,61,61,0,77,1012,61,10,NW,12
2015-09-05T03:00:00,San Francisco,54,61,61,33,78,1012,61,10,NNW,7
2015-09-05T06:00:00,San Francisco,54,61,61,67,78,1014,62,10,SW,5
2015-09-05T09:00:00,San Francisco,57,66,66,0,74,1015,69,10,N,4
2015-09-05T12:00:00,San Francisco,56,68,68,0,66,1016,70,10,E,6
2015-09-05T15:00:00,San Francisco,58,68,68,0,72,1016,70,10,WNW,10
2015-09-05T18:00:00,San Francisco,58,66,66,0,74,1015,68,10,WNW,10
2015-09-05T21:00:00,San Francisco,58,63,63,0,75,1015,63,10,WNW,6
2015-09-06T00:00:00,San Francisco,62,61,61,0,80,1015,61,10,W,2
2015-09-06T03:00:00,San Francisco,61,65,65,25,86,1014,65,10,SW,2
2015-09-06T06:00:00,San Francisco,57,60,60,55,89,1014,61,10,SSW,2
2015-09-06T09:00:00,San Francisco,62,65,65,10,88,1015,69,10,SSW,2
2015-09-06T12:00:00,San Francisco,65,76,71,19,81,1016,74,10,WSW,4
2015-09-06T15:00:00,San Francisco,65,74,71,70,81,1015,74,10,W,8
2015-09-06T18:00:00,San Francisco,64,69,69,85,85,1014,69,10,W,7
2015-09-06T21:00:00,San Francisco,63,66,66,70,91,1013,66,7,WSW,5
2015-09-07T00:00:00,San Francisco,60,61,61,67,94,1014,61,2,SSW,4
2015-09-07T03:00:00,San Francisco,55,56,56,54,95,1013,56,2,S,3
2015-09-07T06:00:00,San Francisco,54,55,55,86,96,1013,56,2,SSE,2
2015-09-07T09:00:00,San Francisco,55,59,59,61,88,1014,62,5,E,2
2015-09-07T12:00:00,San Francisco,62,72,71,12,73,1014,75,10,ESE,3
2015-09-07T15:00:00,San Francisco,65,78,75,10,73,1014,78,10,W,7
2015-09-07T18:00:00,San Francisco,63,73,71,29,78,1012,72,10,W,7
2015-09-07T21:00:00,San Francisco,59,64,64,30,84,1013,64,10,WSW,5
2015-09-08T00:00:00,San Francisco,57,62,62,28,87,1013,61,10,SW,4
2015-09-08T03:00:00,San Francisco,60,64,64,11,85,1012,64,10,SSW,3
2015-09-08T06:00:00,San Francisco,58,64,64,11,83,1012,65,10,S,2
2015-09-08T09:00:00,San Francisco,60,68,68,8,76,1013,71,10,SSW,1
2015-09-08T12:00:00,San Francisco,63,77,73,13,70,1013,77,10,NW,3
2015-09-08T15:00:00,San Francisco,65,78,75,30,72,1012,79,10,W,7
2015-09-08T18:00:00,San Francisco,65,77,73,42,77,1011,75,10,W,7
2015-09-08T21:00:00,San Francisco,64,69,69,29,83,1011,69,10,WSW,5
2015-09-09T00:00:00,San Francisco,62,67,67,27,84,1011,67,10,SW,4
2015-09-09T03:00:00,San Francisco,59,65,65,11,81,1010,65,10,SW,3
2015-09-09T06:00:00,San Francisco,58,64,64,11,80,1010,65,10,SSW,2
2015-09-09T09:00:00,San Francisco,60,68,68,8,76,1011,71,10,SW,2
2015-09-09T12:00:00,San Francisco,65,77,73,18,74,1011,78,10,W,5
2015-09-09T15:00:00,San Francisco,67,78,75,39,76,1011,82,10,W,8
2015-09-09T18:00:00,San Francisco,66,77,73,45,81,1010,75,10,W,8
2015-09-09T21:00:00,San Francisco,65,69,69,32,87,1010,69,10,WSW,6
2015-09-10T00:00:00,San Francisco,62,66,66,38,89,1011,66,10,WSW,5
2015-09-10T03:00:00,San Francisco,59,63,63,42,88,1011,63,10,WSW,4
2015-09-10T06:00:00,San Francisco,58,62,62,62,89,1012,63,10,SW,3
2015-09-10T09:00:00,San Francisco,61,66,66,28,85,1013,70,10,WSW,3
2015-09-10T12:00:00,San Francisco,65,76,71,15,79,1013,76,10,W,5
2015-09-10T15:00:00,San Francisco,66,77,73,32,78,1013,79,10,W,8
2015-09-10T18:00:00,San Francisco,65,74,71,38,80,1012,73,10,W,8
2015-09-10T21:00:00,San Francisco,63,68,68,17,84,1012,68,10,WSW,6
2015-09-11T00:00:00,San Francisco,61,65,65,30,87,1013,65,10,WSW,5
2015-09-11T03:00:00,San Francisco,58,60,60,81,93,1012,60,7,WSW,5
2015-09-11T06:00:00,San Francisco,58,59,59,90,95,1012,59,2,WSW,4
2015-09-11T09:00:00,San Francisco,61,63,63,79,92,1013,65,5,WSW,5
2015-09-11T12:00:00,San Francisco,64,70,69,48,84,1014,72,10,W,7
2015-09-11T15:00:00,San Francisco,65,76,71,23,80,1013,74,10,W,9
2015-09-11T18:00:00,San Francisco,63,69,69,47,82,1012,71,10,W,9
2015-09-11T21:00:00,San Francisco,61,65,65,90,86,1013,65,10,W,9
2015-09-12T00:00:00,San Francisco,59,62,62,73,89,1013,62,10,W,9
2015-09-12T03:00:00,San Francisco,56,59,59,85,90,1013,60,10,W,8
2015-09-12T06:00:00,San Francisco,56,57,57,100,92,1014,59,10,WSW,12
2015-09-12T09:00:00,San Francisco,60,63,63,100,91,1015,64,10,W,12
2015-09-12T12:00:00,San Francisco,64,69,69,100,85,1014,70,10,NNW,10
2015-09-12T15:00:00,San Francisco,65,76,71,100,82,1012,72,10,WNW,7
2015-09-12T18:00:00,San Francisco,64,69,69,100,85,1012,69,10,WSW,10
2015-09-12T21:00:00,San Francisco,62,65,65,100,91,1012,65,10,WSW,10
2015-09-13T00:00:00,San Francisco,60,62,62,100,94,1013,62,10,WSW,9
2015-09-13T03:00:00,San Francisco,57,58,58,100,95,1012,59,7,WSW,8
2015-09-13T06:00:00,San Francisco,57,58,58,100,94,1012,59,5,WSW,7
2015-09-13T09:00:00,San Francisco,58,61,61,100,91,1012,63,10,SW,7
2015-09-13T12:00:00,San Francisco,62,65,65,100,88,1012,66,10,WSW,9
2015-09-13T15:00:00,San Francisco,64,67,67,100,90,1011,68,10,WSW,10
2015-09-13T18:00:00,San Francisco,63,65,65,100,91,1009,66,10,WSW,10
2015-09-13T21:00:00,San Francisco,61,63,63,100,93,1009,63,10,WSW,9
